"","date","level","name","classification","i_cases"
"1297",2023-01-15,"Department","CORDILLERA","SOSPECHOSO",11
"1298",2023-01-15,"Department","CORDILLERA","CONFIRMADO",9
"1299",2023-01-15,"Department","CORDILLERA","PROBABLE",0
"1300",2023-01-15,"Department","CORDILLERA","TOTAL",20
"1301",2023-01-09,"Department","CONCEPCION","SOSPECHOSO",2
"1302",2023-01-09,"Department","CONCEPCION","CONFIRMADO",3
"1303",2023-01-09,"Department","CONCEPCION","PROBABLE",0
"1304",2023-01-09,"Department","CONCEPCION","TOTAL",5
"1305",2023-01-09,"Department","CAAZAPA","SOSPECHOSO",2
"1306",2023-01-09,"Department","CAAZAPA","CONFIRMADO",0
"1307",2023-01-09,"Department","CAAZAPA","PROBABLE",0
"1308",2023-01-09,"Department","CAAZAPA","TOTAL",2
"1309",2023-01-17,"Department","BOQUERON","SOSPECHOSO",2
"1310",2023-01-17,"Department","BOQUERON","CONFIRMADO",0
"1311",2023-01-17,"Department","BOQUERON","PROBABLE",0
"1312",2023-01-17,"Department","BOQUERON","TOTAL",2
"1313",2023-01-24,"Department","ALTO PARANA","SOSPECHOSO",2
"1314",2023-01-24,"Department","ALTO PARANA","CONFIRMADO",5
"1315",2023-01-24,"Department","ALTO PARANA","PROBABLE",0
"1316",2023-01-24,"Department","ALTO PARANA","TOTAL",7
"1317",2023-01-20,"Department","PTE HAYES","SOSPECHOSO",3
"1318",2023-01-20,"Department","PTE HAYES","CONFIRMADO",13
"1319",2023-01-20,"Department","PTE HAYES","PROBABLE",0
"1320",2023-01-20,"Department","PTE HAYES","TOTAL",16
"1321",2023-01-14,"Department","CAAGUAZU","SOSPECHOSO",4
"1322",2023-01-14,"Department","CAAGUAZU","CONFIRMADO",2
"1323",2023-01-14,"Department","CAAGUAZU","PROBABLE",0
"1324",2023-01-14,"Department","CAAGUAZU","TOTAL",6
"1325",2023-01-14,"Department","SAN PEDRO","SOSPECHOSO",5
"1326",2023-01-14,"Department","SAN PEDRO","CONFIRMADO",0
"1327",2023-01-14,"Department","SAN PEDRO","PROBABLE",0
"1328",2023-01-14,"Department","SAN PEDRO","TOTAL",5
"1329",2023-01-17,"Department","ITAPUA","SOSPECHOSO",1
"1330",2023-01-17,"Department","ITAPUA","CONFIRMADO",1
"1331",2023-01-17,"Department","ITAPUA","PROBABLE",0
"1332",2023-01-17,"Department","ITAPUA","TOTAL",2
"1333",2023-01-29,"Department","ITAPUA","SOSPECHOSO",5
"1334",2023-01-29,"Department","ITAPUA","CONFIRMADO",0
"1335",2023-01-29,"Department","ITAPUA","PROBABLE",0
"1336",2023-01-29,"Department","ITAPUA","TOTAL",5
"1337",2023-01-08,"Department","PTE HAYES","SOSPECHOSO",4
"1338",2023-01-08,"Department","PTE HAYES","CONFIRMADO",3
"1339",2023-01-08,"Department","PTE HAYES","PROBABLE",0
"1340",2023-01-08,"Department","PTE HAYES","TOTAL",7
"1341",2023-01-13,"Department","CONCEPCION","SOSPECHOSO",7
"1342",2023-01-13,"Department","CONCEPCION","CONFIRMADO",4
"1343",2023-01-13,"Department","CONCEPCION","PROBABLE",0
"1344",2023-01-13,"Department","CONCEPCION","TOTAL",11
"1345",2023-01-27,"Department","MISIONES","SOSPECHOSO",4
"1346",2023-01-27,"Department","MISIONES","CONFIRMADO",0
"1347",2023-01-27,"Department","MISIONES","PROBABLE",0
"1348",2023-01-27,"Department","MISIONES","TOTAL",4
"1349",2023-01-31,"Department","GUAIRA","SOSPECHOSO",2
"1350",2023-01-31,"Department","GUAIRA","CONFIRMADO",6
"1351",2023-01-31,"Department","GUAIRA","PROBABLE",0
"1352",2023-01-31,"Department","GUAIRA","TOTAL",8
"1353",2023-01-27,"Department","CAAGUAZU","SOSPECHOSO",9
"1354",2023-01-27,"Department","CAAGUAZU","CONFIRMADO",8
"1355",2023-01-27,"Department","CAAGUAZU","PROBABLE",0
"1356",2023-01-27,"Department","CAAGUAZU","TOTAL",17
"1357",2023-01-17,"Department","SAN PEDRO","SOSPECHOSO",6
"1358",2023-01-17,"Department","SAN PEDRO","CONFIRMADO",3
"1359",2023-01-17,"Department","SAN PEDRO","PROBABLE",0
"1360",2023-01-17,"Department","SAN PEDRO","TOTAL",9
"1361",2023-01-21,"Department","NEEMBUCU","SOSPECHOSO",3
"1362",2023-01-21,"Department","NEEMBUCU","CONFIRMADO",2
"1363",2023-01-21,"Department","NEEMBUCU","PROBABLE",0
"1364",2023-01-21,"Department","NEEMBUCU","TOTAL",5
"1365",2023-01-15,"Department","GUAIRA","SOSPECHOSO",5
"1366",2023-01-15,"Department","GUAIRA","CONFIRMADO",1
"1367",2023-01-15,"Department","GUAIRA","PROBABLE",0
"1368",2023-01-15,"Department","GUAIRA","TOTAL",6
"1369",2023-01-20,"Department","PARAGUARI","SOSPECHOSO",7
"1370",2023-01-20,"Department","PARAGUARI","CONFIRMADO",10
"1371",2023-01-20,"Department","PARAGUARI","PROBABLE",0
"1372",2023-01-20,"Department","PARAGUARI","TOTAL",17
"1373",2023-02-04,"Department","BOQUERON","SOSPECHOSO",5
"1374",2023-02-04,"Department","BOQUERON","CONFIRMADO",2
"1375",2023-02-04,"Department","BOQUERON","PROBABLE",0
"1376",2023-02-04,"Department","BOQUERON","TOTAL",7
"1377",2023-01-29,"Department","BOQUERON","SOSPECHOSO",3
"1378",2023-01-29,"Department","BOQUERON","CONFIRMADO",2
"1379",2023-01-29,"Department","BOQUERON","PROBABLE",0
"1380",2023-01-29,"Department","BOQUERON","TOTAL",5
"1381",2023-01-17,"Department","CAAZAPA","SOSPECHOSO",5
"1382",2023-01-17,"Department","CAAZAPA","CONFIRMADO",0
"1383",2023-01-17,"Department","CAAZAPA","PROBABLE",0
"1384",2023-01-17,"Department","CAAZAPA","TOTAL",5
"1385",2023-01-26,"Department","CAAGUAZU","SOSPECHOSO",6
"1386",2023-01-26,"Department","CAAGUAZU","CONFIRMADO",7
"1387",2023-01-26,"Department","CAAGUAZU","PROBABLE",0
"1388",2023-01-26,"Department","CAAGUAZU","TOTAL",13
"1389",2023-01-21,"Department","CAAGUAZU","SOSPECHOSO",5
"1390",2023-01-21,"Department","CAAGUAZU","CONFIRMADO",1
"1391",2023-01-21,"Department","CAAGUAZU","PROBABLE",0
"1392",2023-01-21,"Department","CAAGUAZU","TOTAL",6
"1393",2023-01-24,"Department","PTE HAYES","SOSPECHOSO",3
"1394",2023-01-24,"Department","PTE HAYES","CONFIRMADO",10
"1395",2023-01-24,"Department","PTE HAYES","PROBABLE",0
"1396",2023-01-24,"Department","PTE HAYES","TOTAL",13
"1397",2023-01-28,"Department","ALTO PARANA","SOSPECHOSO",11
"1398",2023-01-28,"Department","ALTO PARANA","CONFIRMADO",1
"1399",2023-01-28,"Department","ALTO PARANA","PROBABLE",0
"1400",2023-01-28,"Department","ALTO PARANA","TOTAL",12
"1401",2023-01-12,"Department","NEEMBUCU","SOSPECHOSO",3
"1402",2023-01-12,"Department","NEEMBUCU","CONFIRMADO",1
"1403",2023-01-12,"Department","NEEMBUCU","PROBABLE",0
"1404",2023-01-12,"Department","NEEMBUCU","TOTAL",4
"1405",2023-01-11,"Department","CANINDEYU","SOSPECHOSO",1
"1406",2023-01-11,"Department","CANINDEYU","CONFIRMADO",0
"1407",2023-01-11,"Department","CANINDEYU","PROBABLE",0
"1408",2023-01-11,"Department","CANINDEYU","TOTAL",1
"1409",2023-01-27,"Department","CONCEPCION","SOSPECHOSO",3
"1410",2023-01-27,"Department","CONCEPCION","CONFIRMADO",3
"1411",2023-01-27,"Department","CONCEPCION","PROBABLE",0
"1412",2023-01-27,"Department","CONCEPCION","TOTAL",6
"1413",2023-01-05,"Department","CANINDEYU","SOSPECHOSO",1
"1414",2023-01-05,"Department","CANINDEYU","CONFIRMADO",0
"1415",2023-01-05,"Department","CANINDEYU","PROBABLE",0
"1416",2023-01-05,"Department","CANINDEYU","TOTAL",1
"1417",2023-01-19,"Department","NEEMBUCU","SOSPECHOSO",3
"1418",2023-01-19,"Department","NEEMBUCU","CONFIRMADO",0
"1419",2023-01-19,"Department","NEEMBUCU","PROBABLE",0
"1420",2023-01-19,"Department","NEEMBUCU","TOTAL",3
"1421",2023-02-02,"Department","GUAIRA","SOSPECHOSO",1
"1422",2023-02-02,"Department","GUAIRA","CONFIRMADO",2
"1423",2023-02-02,"Department","GUAIRA","PROBABLE",0
"1424",2023-02-02,"Department","GUAIRA","TOTAL",3
"1425",2023-02-01,"Department","NEEMBUCU","SOSPECHOSO",2
"1426",2023-02-01,"Department","NEEMBUCU","CONFIRMADO",5
"1427",2023-02-01,"Department","NEEMBUCU","PROBABLE",0
"1428",2023-02-01,"Department","NEEMBUCU","TOTAL",7
"1429",2023-01-26,"Department","ALTO PARANA","SOSPECHOSO",6
"1430",2023-01-26,"Department","ALTO PARANA","CONFIRMADO",1
"1431",2023-01-26,"Department","ALTO PARANA","PROBABLE",0
"1432",2023-01-26,"Department","ALTO PARANA","TOTAL",7
"1433",2023-01-28,"Department","ITAPUA","SOSPECHOSO",2
"1434",2023-01-28,"Department","ITAPUA","CONFIRMADO",3
"1435",2023-01-28,"Department","ITAPUA","PROBABLE",0
"1436",2023-01-28,"Department","ITAPUA","TOTAL",5
"1437",2023-01-18,"Department","PARAGUARI","SOSPECHOSO",4
"1438",2023-01-18,"Department","PARAGUARI","CONFIRMADO",9
"1439",2023-01-18,"Department","PARAGUARI","PROBABLE",0
"1440",2023-01-18,"Department","PARAGUARI","TOTAL",13
"1441",2023-01-18,"Department","PTE HAYES","SOSPECHOSO",7
"1442",2023-01-18,"Department","PTE HAYES","CONFIRMADO",6
"1443",2023-01-18,"Department","PTE HAYES","PROBABLE",0
"1444",2023-01-18,"Department","PTE HAYES","TOTAL",13
"1445",2023-01-30,"Department","MISIONES","SOSPECHOSO",15
"1446",2023-01-30,"Department","MISIONES","CONFIRMADO",2
"1447",2023-01-30,"Department","MISIONES","PROBABLE",0
"1448",2023-01-30,"Department","MISIONES","TOTAL",17
"1449",2023-01-25,"Department","CONCEPCION","SOSPECHOSO",2
"1450",2023-01-25,"Department","CONCEPCION","CONFIRMADO",1
"1451",2023-01-25,"Department","CONCEPCION","PROBABLE",0
"1452",2023-01-25,"Department","CONCEPCION","TOTAL",3
"1453",2023-01-24,"Department","ITAPUA","SOSPECHOSO",2
"1454",2023-01-24,"Department","ITAPUA","CONFIRMADO",1
"1455",2023-01-24,"Department","ITAPUA","PROBABLE",0
"1456",2023-01-24,"Department","ITAPUA","TOTAL",3
"1457",2023-01-07,"Department","ALTO PARAGUAY","SOSPECHOSO",6
"1458",2023-01-07,"Department","ALTO PARAGUAY","CONFIRMADO",0
"1459",2023-01-07,"Department","ALTO PARAGUAY","PROBABLE",0
"1460",2023-01-07,"Department","ALTO PARAGUAY","TOTAL",6
"1461",2023-01-12,"Department","GUAIRA","SOSPECHOSO",1
"1462",2023-01-12,"Department","GUAIRA","CONFIRMADO",0
"1463",2023-01-12,"Department","GUAIRA","PROBABLE",0
"1464",2023-01-12,"Department","GUAIRA","TOTAL",1
"1465",2023-01-20,"Department","CANINDEYU","SOSPECHOSO",4
"1466",2023-01-20,"Department","CANINDEYU","CONFIRMADO",0
"1467",2023-01-20,"Department","CANINDEYU","PROBABLE",0
"1468",2023-01-20,"Department","CANINDEYU","TOTAL",4
"1469",2023-01-30,"Department","ALTO PARANA","SOSPECHOSO",9
"1470",2023-01-30,"Department","ALTO PARANA","CONFIRMADO",10
"1471",2023-01-30,"Department","ALTO PARANA","PROBABLE",0
"1472",2023-01-30,"Department","ALTO PARANA","TOTAL",19
"1473",2023-01-28,"Department","ALTO PARAGUAY","SOSPECHOSO",4
"1474",2023-01-28,"Department","ALTO PARAGUAY","CONFIRMADO",0
"1475",2023-01-28,"Department","ALTO PARAGUAY","PROBABLE",0
"1476",2023-01-28,"Department","ALTO PARAGUAY","TOTAL",4
"1477",2023-01-11,"Department","MISIONES","SOSPECHOSO",3
"1478",2023-01-11,"Department","MISIONES","CONFIRMADO",0
"1479",2023-01-11,"Department","MISIONES","PROBABLE",0
"1480",2023-01-11,"Department","MISIONES","TOTAL",3
"1481",2023-01-14,"Department","PTE HAYES","SOSPECHOSO",4
"1482",2023-01-14,"Department","PTE HAYES","CONFIRMADO",3
"1483",2023-01-14,"Department","PTE HAYES","PROBABLE",0
"1484",2023-01-14,"Department","PTE HAYES","TOTAL",7
"1485",2023-01-24,"Department","CONCEPCION","SOSPECHOSO",4
"1486",2023-01-24,"Department","CONCEPCION","CONFIRMADO",3
"1487",2023-01-24,"Department","CONCEPCION","PROBABLE",0
"1488",2023-01-24,"Department","CONCEPCION","TOTAL",7
"1489",2023-01-18,"Department","CAAZAPA","SOSPECHOSO",4
"1490",2023-01-18,"Department","CAAZAPA","CONFIRMADO",0
"1491",2023-01-18,"Department","CAAZAPA","PROBABLE",0
"1492",2023-01-18,"Department","CAAZAPA","TOTAL",4
"1493",2023-01-27,"Department","GUAIRA","SOSPECHOSO",2
"1494",2023-01-27,"Department","GUAIRA","CONFIRMADO",1
"1495",2023-01-27,"Department","GUAIRA","PROBABLE",0
"1496",2023-01-27,"Department","GUAIRA","TOTAL",3
"1497",2023-01-06,"Department","CAAGUAZU","SOSPECHOSO",2
"1498",2023-01-06,"Department","CAAGUAZU","CONFIRMADO",0
"1499",2023-01-06,"Department","CAAGUAZU","PROBABLE",0
"1500",2023-01-06,"Department","CAAGUAZU","TOTAL",2
"1501",2023-01-24,"Department","CORDILLERA","SOSPECHOSO",4
"1502",2023-01-24,"Department","CORDILLERA","CONFIRMADO",11
"1503",2023-01-24,"Department","CORDILLERA","PROBABLE",0
"1504",2023-01-24,"Department","CORDILLERA","TOTAL",15
"1505",2023-01-25,"Department","CAAZAPA","SOSPECHOSO",3
"1506",2023-01-25,"Department","CAAZAPA","CONFIRMADO",1
"1507",2023-01-25,"Department","CAAZAPA","PROBABLE",0
"1508",2023-01-25,"Department","CAAZAPA","TOTAL",4
"1509",2023-01-22,"Department","CONCEPCION","SOSPECHOSO",2
"1510",2023-01-22,"Department","CONCEPCION","CONFIRMADO",2
"1511",2023-01-22,"Department","CONCEPCION","PROBABLE",0
"1512",2023-01-22,"Department","CONCEPCION","TOTAL",4
"1513",2023-01-22,"Department","PTE HAYES","SOSPECHOSO",3
"1514",2023-01-22,"Department","PTE HAYES","CONFIRMADO",13
"1515",2023-01-22,"Department","PTE HAYES","PROBABLE",0
"1516",2023-01-22,"Department","PTE HAYES","TOTAL",16
"1517",2023-01-07,"Department","BOQUERON","SOSPECHOSO",2
"1518",2023-01-07,"Department","BOQUERON","CONFIRMADO",1
"1519",2023-01-07,"Department","BOQUERON","PROBABLE",0
"1520",2023-01-07,"Department","BOQUERON","TOTAL",3
"1521",2023-01-27,"Department","BOQUERON","SOSPECHOSO",2
"1522",2023-01-27,"Department","BOQUERON","CONFIRMADO",1
"1523",2023-01-27,"Department","BOQUERON","PROBABLE",0
"1524",2023-01-27,"Department","BOQUERON","TOTAL",3
"1525",2023-01-13,"Department","GUAIRA","SOSPECHOSO",6
"1526",2023-01-13,"Department","GUAIRA","CONFIRMADO",2
"1527",2023-01-13,"Department","GUAIRA","PROBABLE",0
"1528",2023-01-13,"Department","GUAIRA","TOTAL",8
"1529",2023-01-26,"Department","GUAIRA","SOSPECHOSO",3
"1530",2023-01-26,"Department","GUAIRA","CONFIRMADO",3
"1531",2023-01-26,"Department","GUAIRA","PROBABLE",0
"1532",2023-01-26,"Department","GUAIRA","TOTAL",6
"1533",2023-01-04,"Department","MISIONES","SOSPECHOSO",3
"1534",2023-01-04,"Department","MISIONES","CONFIRMADO",0
"1535",2023-01-04,"Department","MISIONES","PROBABLE",0
"1536",2023-01-04,"Department","MISIONES","TOTAL",3
"1537",2023-01-08,"Department","BOQUERON","SOSPECHOSO",2
"1538",2023-01-08,"Department","BOQUERON","CONFIRMADO",0
"1539",2023-01-08,"Department","BOQUERON","PROBABLE",0
"1540",2023-01-08,"Department","BOQUERON","TOTAL",2
"1541",2023-01-13,"Department","AMAMBAY","SOSPECHOSO",1
"1542",2023-01-13,"Department","AMAMBAY","CONFIRMADO",0
"1543",2023-01-13,"Department","AMAMBAY","PROBABLE",0
"1544",2023-01-13,"Department","AMAMBAY","TOTAL",1
"1545",2023-01-09,"Department","CANINDEYU","SOSPECHOSO",7
"1546",2023-01-09,"Department","CANINDEYU","CONFIRMADO",0
"1547",2023-01-09,"Department","CANINDEYU","PROBABLE",0
"1548",2023-01-09,"Department","CANINDEYU","TOTAL",7
"1549",2023-01-15,"Department","NEEMBUCU","SOSPECHOSO",3
"1550",2023-01-15,"Department","NEEMBUCU","CONFIRMADO",3
"1551",2023-01-15,"Department","NEEMBUCU","PROBABLE",0
"1552",2023-01-15,"Department","NEEMBUCU","TOTAL",6
"1553",2023-01-23,"Department","CAAZAPA","SOSPECHOSO",4
"1554",2023-01-23,"Department","CAAZAPA","CONFIRMADO",0
"1555",2023-01-23,"Department","CAAZAPA","PROBABLE",0
"1556",2023-01-23,"Department","CAAZAPA","TOTAL",4
"1557",2023-01-16,"Department","CAAGUAZU","SOSPECHOSO",2
"1558",2023-01-16,"Department","CAAGUAZU","CONFIRMADO",1
"1559",2023-01-16,"Department","CAAGUAZU","PROBABLE",0
"1560",2023-01-16,"Department","CAAGUAZU","TOTAL",3
"1561",2023-01-27,"Department","CORDILLERA","SOSPECHOSO",4
"1562",2023-01-27,"Department","CORDILLERA","CONFIRMADO",22
"1563",2023-01-27,"Department","CORDILLERA","PROBABLE",0
"1564",2023-01-27,"Department","CORDILLERA","TOTAL",26
"1565",2023-01-16,"Department","MISIONES","SOSPECHOSO",4
"1566",2023-01-16,"Department","MISIONES","CONFIRMADO",1
"1567",2023-01-16,"Department","MISIONES","PROBABLE",0
"1568",2023-01-16,"Department","MISIONES","TOTAL",5
"1569",2023-01-07,"Department","CONCEPCION","SOSPECHOSO",2
"1570",2023-01-07,"Department","CONCEPCION","CONFIRMADO",4
"1571",2023-01-07,"Department","CONCEPCION","PROBABLE",0
"1572",2023-01-07,"Department","CONCEPCION","TOTAL",6
"1573",2023-01-21,"Department","MISIONES","SOSPECHOSO",6
"1574",2023-01-21,"Department","MISIONES","CONFIRMADO",0
"1575",2023-01-21,"Department","MISIONES","PROBABLE",0
"1576",2023-01-21,"Department","MISIONES","TOTAL",6
"1577",2023-01-19,"Department","BOQUERON","SOSPECHOSO",1
"1578",2023-01-19,"Department","BOQUERON","CONFIRMADO",1
"1579",2023-01-19,"Department","BOQUERON","PROBABLE",0
"1580",2023-01-19,"Department","BOQUERON","TOTAL",2
"1581",2023-01-15,"Department","PARAGUARI","SOSPECHOSO",2
"1582",2023-01-15,"Department","PARAGUARI","CONFIRMADO",8
"1583",2023-01-15,"Department","PARAGUARI","PROBABLE",0
"1584",2023-01-15,"Department","PARAGUARI","TOTAL",10
"1585",2023-01-10,"Department","GUAIRA","SOSPECHOSO",3
"1586",2023-01-10,"Department","GUAIRA","CONFIRMADO",3
"1587",2023-01-10,"Department","GUAIRA","PROBABLE",0
"1588",2023-01-10,"Department","GUAIRA","TOTAL",6
"1589",2023-01-29,"Department","SAN PEDRO","SOSPECHOSO",7
"1590",2023-01-29,"Department","SAN PEDRO","CONFIRMADO",5
"1591",2023-01-29,"Department","SAN PEDRO","PROBABLE",0
"1592",2023-01-29,"Department","SAN PEDRO","TOTAL",12
"1593",2023-01-08,"Department","CAAZAPA","SOSPECHOSO",2
"1594",2023-01-08,"Department","CAAZAPA","CONFIRMADO",0
"1595",2023-01-08,"Department","CAAZAPA","PROBABLE",0
"1596",2023-01-08,"Department","CAAZAPA","TOTAL",2
"1597",2023-01-22,"Department","ALTO PARANA","SOSPECHOSO",3
"1598",2023-01-22,"Department","ALTO PARANA","CONFIRMADO",2
"1599",2023-01-22,"Department","ALTO PARANA","PROBABLE",0
"1600",2023-01-22,"Department","ALTO PARANA","TOTAL",5
"1601",2023-01-16,"Department","ALTO PARAGUAY","SOSPECHOSO",5
"1602",2023-01-16,"Department","ALTO PARAGUAY","CONFIRMADO",0
"1603",2023-01-16,"Department","ALTO PARAGUAY","PROBABLE",0
"1604",2023-01-16,"Department","ALTO PARAGUAY","TOTAL",5
"1605",2023-01-11,"Department","CONCEPCION","SOSPECHOSO",3
"1606",2023-01-11,"Department","CONCEPCION","CONFIRMADO",0
"1607",2023-01-11,"Department","CONCEPCION","PROBABLE",0
"1608",2023-01-11,"Department","CONCEPCION","TOTAL",3
"1609",2023-01-19,"Department","ALTO PARANA","SOSPECHOSO",2
"1610",2023-01-19,"Department","ALTO PARANA","CONFIRMADO",1
"1611",2023-01-19,"Department","ALTO PARANA","PROBABLE",0
"1612",2023-01-19,"Department","ALTO PARANA","TOTAL",3
"1613",2023-01-02,"Department","NEEMBUCU","SOSPECHOSO",1
"1614",2023-01-02,"Department","NEEMBUCU","CONFIRMADO",0
"1615",2023-01-02,"Department","NEEMBUCU","PROBABLE",0
"1616",2023-01-02,"Department","NEEMBUCU","TOTAL",1
"1617",2023-01-23,"Department","CORDILLERA","SOSPECHOSO",6
"1618",2023-01-23,"Department","CORDILLERA","CONFIRMADO",21
"1619",2023-01-23,"Department","CORDILLERA","PROBABLE",0
"1620",2023-01-23,"Department","CORDILLERA","TOTAL",27
"1621",2023-02-04,"Department","ITAPUA","SOSPECHOSO",4
"1622",2023-02-04,"Department","ITAPUA","CONFIRMADO",8
"1623",2023-02-04,"Department","ITAPUA","PROBABLE",0
"1624",2023-02-04,"Department","ITAPUA","TOTAL",12
"1625",2023-01-05,"Department","CORDILLERA","SOSPECHOSO",3
"1626",2023-01-05,"Department","CORDILLERA","CONFIRMADO",4
"1627",2023-01-05,"Department","CORDILLERA","PROBABLE",0
"1628",2023-01-05,"Department","CORDILLERA","TOTAL",7
"1629",2023-01-08,"Department","CONCEPCION","SOSPECHOSO",5
"1630",2023-01-08,"Department","CONCEPCION","CONFIRMADO",4
"1631",2023-01-08,"Department","CONCEPCION","PROBABLE",0
"1632",2023-01-08,"Department","CONCEPCION","TOTAL",9
"1633",2023-01-17,"Department","PTE HAYES","SOSPECHOSO",4
"1634",2023-01-17,"Department","PTE HAYES","CONFIRMADO",9
"1635",2023-01-17,"Department","PTE HAYES","PROBABLE",0
"1636",2023-01-17,"Department","PTE HAYES","TOTAL",13
"1637",2023-01-27,"Department","ITAPUA","SOSPECHOSO",2
"1638",2023-01-27,"Department","ITAPUA","CONFIRMADO",5
"1639",2023-01-27,"Department","ITAPUA","PROBABLE",0
"1640",2023-01-27,"Department","ITAPUA","TOTAL",7
"1641",2023-01-20,"Department","SAN PEDRO","SOSPECHOSO",2
"1642",2023-01-20,"Department","SAN PEDRO","CONFIRMADO",2
"1643",2023-01-20,"Department","SAN PEDRO","PROBABLE",0
"1644",2023-01-20,"Department","SAN PEDRO","TOTAL",4
"1645",2023-01-19,"Department","CANINDEYU","SOSPECHOSO",3
"1646",2023-01-19,"Department","CANINDEYU","CONFIRMADO",1
"1647",2023-01-19,"Department","CANINDEYU","PROBABLE",0
"1648",2023-01-19,"Department","CANINDEYU","TOTAL",4
"1649",2023-01-22,"Department","ALTO PARAGUAY","SOSPECHOSO",4
"1650",2023-01-22,"Department","ALTO PARAGUAY","CONFIRMADO",1
"1651",2023-01-22,"Department","ALTO PARAGUAY","PROBABLE",0
"1652",2023-01-22,"Department","ALTO PARAGUAY","TOTAL",5
"1653",2023-01-14,"Department","MISIONES","SOSPECHOSO",3
"1654",2023-01-14,"Department","MISIONES","CONFIRMADO",1
"1655",2023-01-14,"Department","MISIONES","PROBABLE",0
"1656",2023-01-14,"Department","MISIONES","TOTAL",4
"1657",2023-01-15,"Department","CANINDEYU","SOSPECHOSO",1
"1658",2023-01-15,"Department","CANINDEYU","CONFIRMADO",0
"1659",2023-01-15,"Department","CANINDEYU","PROBABLE",0
"1660",2023-01-15,"Department","CANINDEYU","TOTAL",1
"1661",2023-01-12,"Department","ALTO PARANA","SOSPECHOSO",1
"1662",2023-01-12,"Department","ALTO PARANA","CONFIRMADO",0
"1663",2023-01-12,"Department","ALTO PARANA","PROBABLE",0
"1664",2023-01-12,"Department","ALTO PARANA","TOTAL",1
"1665",2023-01-30,"Department","CONCEPCION","SOSPECHOSO",4
"1666",2023-01-30,"Department","CONCEPCION","CONFIRMADO",6
"1667",2023-01-30,"Department","CONCEPCION","PROBABLE",0
"1668",2023-01-30,"Department","CONCEPCION","TOTAL",10
"1669",2023-01-21,"Department","CANINDEYU","SOSPECHOSO",2
"1670",2023-01-21,"Department","CANINDEYU","CONFIRMADO",2
"1671",2023-01-21,"Department","CANINDEYU","PROBABLE",0
"1672",2023-01-21,"Department","CANINDEYU","TOTAL",4
"1673",2023-01-02,"Department","GUAIRA","SOSPECHOSO",1
"1674",2023-01-02,"Department","GUAIRA","CONFIRMADO",0
"1675",2023-01-02,"Department","GUAIRA","PROBABLE",0
"1676",2023-01-02,"Department","GUAIRA","TOTAL",1
"1677",2023-02-03,"Department","BOQUERON","SOSPECHOSO",3
"1678",2023-02-03,"Department","BOQUERON","CONFIRMADO",3
"1679",2023-02-03,"Department","BOQUERON","PROBABLE",0
"1680",2023-02-03,"Department","BOQUERON","TOTAL",6
"1681",2023-01-22,"Department","MISIONES","SOSPECHOSO",4
"1682",2023-01-22,"Department","MISIONES","CONFIRMADO",2
"1683",2023-01-22,"Department","MISIONES","PROBABLE",0
"1684",2023-01-22,"Department","MISIONES","TOTAL",6
"1685",2023-01-06,"Department","NEEMBUCU","SOSPECHOSO",2
"1686",2023-01-06,"Department","NEEMBUCU","CONFIRMADO",0
"1687",2023-01-06,"Department","NEEMBUCU","PROBABLE",0
"1688",2023-01-06,"Department","NEEMBUCU","TOTAL",2
"1689",2023-01-19,"Department","SAN PEDRO","SOSPECHOSO",4
"1690",2023-01-19,"Department","SAN PEDRO","CONFIRMADO",2
"1691",2023-01-19,"Department","SAN PEDRO","PROBABLE",0
"1692",2023-01-19,"Department","SAN PEDRO","TOTAL",6
"1693",2023-01-25,"Department","ALTO PARANA","SOSPECHOSO",3
"1694",2023-01-25,"Department","ALTO PARANA","CONFIRMADO",1
"1695",2023-01-25,"Department","ALTO PARANA","PROBABLE",0
"1696",2023-01-25,"Department","ALTO PARANA","TOTAL",4
"1697",2023-01-04,"Department","NEEMBUCU","SOSPECHOSO",2
"1698",2023-01-04,"Department","NEEMBUCU","CONFIRMADO",0
"1699",2023-01-04,"Department","NEEMBUCU","PROBABLE",0
"1700",2023-01-04,"Department","NEEMBUCU","TOTAL",2
"1701",2023-01-19,"Department","PTE HAYES","SOSPECHOSO",4
"1702",2023-01-19,"Department","PTE HAYES","CONFIRMADO",6
"1703",2023-01-19,"Department","PTE HAYES","PROBABLE",0
"1704",2023-01-19,"Department","PTE HAYES","TOTAL",10
"1705",2023-01-31,"Department","SAN PEDRO","SOSPECHOSO",7
"1706",2023-01-31,"Department","SAN PEDRO","CONFIRMADO",3
"1707",2023-01-31,"Department","SAN PEDRO","PROBABLE",0
"1708",2023-01-31,"Department","SAN PEDRO","TOTAL",10
"1709",2023-01-25,"Department","CORDILLERA","SOSPECHOSO",2
"1710",2023-01-25,"Department","CORDILLERA","CONFIRMADO",21
"1711",2023-01-25,"Department","CORDILLERA","PROBABLE",0
"1712",2023-01-25,"Department","CORDILLERA","TOTAL",23
"1713",2023-01-10,"Department","CAAZAPA","SOSPECHOSO",2
"1714",2023-01-10,"Department","CAAZAPA","CONFIRMADO",0
"1715",2023-01-10,"Department","CAAZAPA","PROBABLE",0
"1716",2023-01-10,"Department","CAAZAPA","TOTAL",2
"1717",2023-01-02,"Department","CORDILLERA","SOSPECHOSO",1
"1718",2023-01-02,"Department","CORDILLERA","CONFIRMADO",0
"1719",2023-01-02,"Department","CORDILLERA","PROBABLE",0
